Ticker,industry,sector,averageVolume,averageVolume10days,marketCap
CBZ,Specialty Business Services,Industrials,201480,204190,2689009920
CBL,REIT—Retail,Real Estate,93085,134140,726522624
FUN,Leisure,Consumer Cyclical,207544,189790,2053621248
CE,Chemicals,Basic Materials,1328063,1235220,12719493120
CLS,Electronic Components,Technology,710368,682700,1746709888
CPAC,Building Materials,Basic Materials,2688,2920,446789568
CX,Building Materials,Basic Materials,6166398,4095460,10279948288
CVE,Oil & Gas Integrated,Energy,7311403,4627750,32781778944
CNC,Healthcare Plans,Healthcare,3211326,2586520,36970569728
CNP,Utilities—Regulated Electric,Utilities,3655793,3178350,18583803904
EBR,Utilities—Regulated Electric,Utilities,1346781,1048850,19659300864
CPF,Banks—Regional,Financial Services,215462,278200,436678944
CCS,Residential Construction,Consumer Cyclical,229980,224010,2441654528
CF,Agricultural Inputs,Basic Materials,2666039,2496610,13733850112
GIB,Information Technology Services,Technology,139624,111980,24744808448
CRL,Diagnostics & Research,Healthcare,531196,536730,10680335360
SCHW,Capital Markets,Financial Services,17085554,12600580,105052708864
CLDT,REIT—Hotel & Motel,Real Estate,223195,231300,490691904
CMCM,Internet Content & Information,Communication Services,26008,23290,68469264
CHGG,Education & Training Services,Consumer Defensive,4782813,2934450,1127724672
CHE,Medical Care Facilities,Healthcare,65695,77660,8093870080
CHMI,REIT—Mortgage,Real Estate,376995,562930,124706296
CHK,Oil & Gas E&P,Energy,1297567,1069140,11216883712
CHKR,Oil & Gas E&P,Energy,33185,22960,55632504
CPK,Utilities—Regulated Gas,Utilities,76478,78050,2113262208
CVX,Oil & Gas Integrated,Energy,7520909,7500820,295697874944
CHS,Apparel Retail,Consumer Cyclical,1898698,2003050,687649920
CIM,REIT—Mortgage,Real Estate,2213903,2896040,1306700544
CO,Diagnostics & Research,Healthcare,182090,1254399,400084480
CGA,Agricultural Inputs,Basic Materials,19368,14120,35860812
CYD,Specialty Industrial Machinery,Industrials,40078,28150,434323744
CMG,Restaurants,Consumer Cyclical,297822,292800,58588045312
CHH,Lodging,Consumer Cyclical,492888,358270,5977223680
CB,Insurance—Property & Casualty,Financial Services,1766227,1816750,79645663232
CHT,Telecom Services,Communication Services,86250,91190,28757211136
CHD,Household & Personal Products,Consumer Defensive,1582339,1976720,24475252736
CIEN,Communication Equipment,Technology,1939427,1624450,6323807744
CI,Healthcare Plans,Healthcare,1737929,1321880,82941796352
CNK,Entertainment,Communication Services,2375329,1935440,2014563968
CIR,Specialty Industrial Machinery,Industrials,406598,956140,1143929472
C,Banks—Diversified,Financial Services,14949703,13114400,90991099904
CIA,Insurance—Life,Financial Services,115659,55260,121650840
CYN,Software—Application,Technology,108734,80940,42621768
CIO,REIT—Office,Real Estate,578739,443360,238033456
CVEO,Specialty Business Services,Industrials,44062,53310,291356384
CLH,Waste Management,Industrials,382045,381710,8828166144
CCO,Advertising Agencies,Communication Services,2320608,2084280,719436096
CLW,Paper & Paper Products,Basic Materials,132337,149440,531340992
CLF,Steel,Basic Materials,9062637,5750000,8612120576
CLX,Household & Personal Products,Consumer Defensive,1183968,904600,19821871104
CMS,Utilities—Regulated Electric,Utilities,2247703,1670550,17441028096
CNA,Insurance—Property & Casualty,Financial Services,174062,224910,10525386752
CNHI,Farm & Heavy Construction Machinery,Industrials,6739750,12896250,19434289152
CNO,Insurance—Life,Financial Services,803654,727760,2736695040
KO,Beverages—Non-Alcoholic,Consumer Defensive,13351916,14788910,261983059968
KOF,Beverages—Non-Alcoholic,Consumer Defensive,175439,151030,18149529600
CDE,Gold,Basic Materials,5281591,5011460,972465152
CNS,Asset Management,Financial Services,167986,156660,2885150208
CL,Household & Personal Products,Consumer Defensive,5338791,5187200,63992877056
CCV,Shell Companies,Financial Services,50611,103450,277127200
CMA,Banks—Regional,Financial Services,4113975,2017760,5793480192
FIX,Engineering & Construction,Industrials,270159,217690,5881607680
CMC,Steel,Basic Materials,763975,1275980,6244547584
CWH,Auto & Truck Dealerships,Consumer Cyclical,1044560,876830,1321991936
CBU,Banks—Regional,Financial Services,400898,350870,2605846784
CYH,Medical Care Facilities,Healthcare,1773967,1277880,615388480
CBD,Department Stores,Consumer Cyclical,1043022,1218300,1150992128
SBS,Utilities—Regulated Water,Utilities,1587096,1004660,8043778048
CIG,Utilities—Diversified,Utilities,3964657,3798960,6587116544
ELP,Utilities—Diversified,Utilities,314493,260890,23205941248
SID,Steel,Basic Materials,3563632,3322820,3500877824
CODI,Conglomerates,Industrials,160955,176490,1550472832
CMP,Other Industrial Metals & Mining,Basic Materials,341675,333010,1412312192
BVN,Other Precious Metals & Mining,Basic Materials,1548404,1303520,1897282944
CCU,Beverages—Brewers,Consumer Defensive,96372,57890,3068714240
CRK,Oil & Gas E&P,Energy,3749055,3903250,3188590080
CAG,Packaged Foods,Consumer Defensive,4169686,3430910,16257760256
CCM,Medical Care Facilities,Healthcare,1814,2230,59481564
COP,Oil & Gas E&P,Energy,5845903,5431900,126124564480
CNX,Oil & Gas E&P,Energy,2805881,2121540,2948908544
ED,Utilities—Regulated Electric,Utilities,1828404,1555470,31552468992
STZ,Beverages—Wineries & Distilleries,Consumer Defensive,1139393,1159630,45350117376
CSTM,Aluminum,Basic Materials,815665,686780,2477665280
TCS,Specialty Retail,Consumer Cyclical,689565,1005690,164813872
VLRS,Airlines,Industrials,286854,261050,1634273408
COO,Medical Instruments & Supplies,Healthcare,289137,230600,18685272064
CPS,Auto Parts,Consumer Cyclical,194267,430950,255363648
CPA,Airlines,Industrials,437413,606110,4383320576
CLB,Oil & Gas Equipment & Services,Energy,560129,1237210,1040616064
CORR,REIT—Specialty,Real Estate,102652,53140,17638060
GLW,Electronic Components,Technology,4928572,4397810,29890570240
OFC,REIT—Office,Real Estate,725529,600900,2777975040
CXW,Security & Protection Services,Industrials,919404,717490,1084287744
CMRE,Marine Shipping,Industrials,663911,713950,1222540672
COTY,Household & Personal Products,Consumer Defensive,4931278,3447570,10591738880
CUZ,REIT—Office,Real Estate,1570632,1343990,3551156480
CR,Specialty Industrial Machinery,Industrials,420873,438850,5000766976
BAP,Banks—Regional,Financial Services,315524,261190,11761355776
CS,Banks—Diversified,Financial Services,26246510,50305197,3561810688
CPG,Oil & Gas E&P,Energy,3597283,3379470,3678920960
CEQP,Oil & Gas Midstream,Energy,468316,267770,2820967936
CRH,Building Materials,Basic Materials,981555,1867550,40740155392
CRT,Oil & Gas E&P,Energy,45424,43820,131640000
CCI,REIT—Specialty,Real Estate,2608191,4129660,50075992064
CCK,Packaging & Containers,Consumer Cyclical,1450222,1733890,10602427392
CSX,Railroads,Industrials,12085732,8474820,69814935552
CTS,Electronic Components,Technology,205940,307530,1339819136
CUBE,REIT—Industrial,Real Estate,1546037,1691330,10163015680
CFR,Banks—Regional,Financial Services,590091,460950,7092217856
CMI,Specialty Industrial Machinery,Industrials,993842,999640,35164000256
CW,Aerospace & Defense,Industrials,145342,139350,6972656640
CVT,Software—Application,Technology,2168644,2976028,4188611072
CVI,Oil & Gas Refining & Marketing,Energy,1152737,906180,2981749504
UAN,Agricultural Inputs,Basic Materials,75908,56020,876642624
CVS,Healthcare Plans,Healthcare,8724057,8075660,89447227392
CYT,Biotechnology,Healthcare,232500,1222950,96239688
DHI,Residential Construction,Consumer Cyclical,2993814,3237440,40986501120
DNB,Financial Data & Stock Exchanges,Financial Services,2772373,2187950,5096332800
DAN,Auto Parts,Consumer Cyclical,1600649,1476510,2476702720
DHR,Diagnostics & Research,Healthcare,3297657,2851660,174741864448
DAC,Marine Shipping,Industrials,144575,130050,1364913920
DQ,Semiconductor Equipment & Materials,Technology,976724,706940,3018013696
DRI,Restaurants,Consumer Cyclical,1308003,1498550,20249561088
DAR,Packaged Foods,Consumer Defensive,1358586,1481200,10240778240
DVA,Medical Care Facilities,Healthcare,629078,598980,9139838976
DECK,Footwear & Accessories,Consumer Cyclical,442313,332150,13902887936
DE,Farm & Heavy Construction Machinery,Industrials,1827565,1593380,119176683520
DEX,Asset Management,Financial Services,31471,28321,80294760
DDF,Asset Management,Financial Services,33493,30391,55104796
DKL,Oil & Gas Refining & Marketing,Energy,32518,19350,2310787584
DK,Oil & Gas Refining & Marketing,Energy,1441140,1299980,1572899840
DAL,Airlines,Industrials,11312281,13687700,30824611840
DLX,Advertising Agencies,Communication Services,210306,243700,764906560
DEN,Oil & Gas E&P,Energy,596975,507880,4325347328
DB,Banks—Regional,Financial Services,2729486,2254960,21748324352
DVN,Oil & Gas E&P,Energy,7962685,8192830,31334211584
DV,Software—Application,Technology,1318567,1508980,6441997312
DHT,Oil & Gas Midstream,Energy,2447213,2098650,1378870144
DEO,Beverages—Wineries & Distilleries,Consumer Defensive,367829,465100,97756307456
DO,Oil & Gas Drilling,Energy,1043775,1537850,1466650240
DRH,REIT—Hotel & Motel,Real Estate,2367880,2115280,1736217216
DSX,Marine Shipping,Industrials,443191,308790,393816896
DHX,Software—Application,Technology,149442,228800,180235904
DKS,Specialty Retail,Consumer Cyclical,1431372,1145510,11370525696
DBD,Software—Application,Technology,4180855,7611940,20000000
DLR,REIT—Specialty,Real Estate,3063052,3572580,34316531712
DDS,Department Stores,Consumer Cyclical,160801,112590,5460358144
DIN,Restaurants,Consumer Cyclical,259954,231550,920868928
DFS,Credit Services,Financial Services,2055373,1961560,29988483072
DNP,Asset Management,Financial Services,511996,461590,3710691840
DLB,Specialty Business Services,Industrials,313498,264900,7990994944
DG,Discount Stores,Consumer Defensive,2908249,3496850,37412995072
D,Utilities—Regulated Electric,Utilities,3946995,3988050,43978854400
DPZ,Restaurants,Consumer Cyclical,644385,526140,11897228288
DCI,Specialty Industrial Machinery,Industrials,497509,686210,7561863168
LPG,Oil & Gas Midstream,Energy,559800,498340,1048334848
DSL,Asset Management,Financial Services,313059,276790,1218974976
DBL,Asset Management,Financial Services,35162,34260,239821840
PLOW,Auto Parts,Consumer Cyclical,118577,93700,695955520
DEI,REIT—Office,Real Estate,3830137,4874990,2656330240
DOV,Specialty Industrial Machinery,Industrials,798811,669000,20577677312
DOW,Chemicals,Basic Materials,4452163,3567120,38039400448
RDY,Drug Manufacturers—Specialty & Generic,Healthcare,240708,188740,10401990656
DRD,Gold,Basic Materials,501698,341000,936432896
DHF,Asset Management,Financial Services,379367,453370,160747664
DMB,Asset Management,Financial Services,45124,52390,199705104
DSM,Asset Management,Financial Services,100496,114060,283226464
LEO,Asset Management,Financial Services,127036,173380,389318112
DRQ,Oil & Gas Equipment & Services,Energy,194196,158390,799304128
DTE,Utilities—Regulated Electric,Utilities,1291742,1480200,22929625088
DTF,Asset Management,Financial Services,9378,9610,76024800
DCO,Aerospace & Defense,Industrials,105847,81440,638067200
DPG,Asset Management,Financial Services,153062,424980,381435168
DUK,Utilities—Regulated Electric,Utilities,2855198,2500800,69913550848
KTF,Asset Management,Financial Services,57924,73310,340892768
KSM,Asset Management,Financial Services,29701,22520,95446024
DY,Engineering & Construction,Industrials,367904,219970,3310815232
DYN,Biotechnology,Healthcare,548078,807590,654246080
DX,REIT—Mortgage,Real Estate,939308,618710,676959872
DD,Specialty Chemicals,Basic Materials,3443986,3212390,32851845120
SSP,Broadcasting,Communication Services,364208,506400,779870336
EXP,Building Materials,Basic Materials,339108,368050,6593227264
EGP,REIT—Industrial,Real Estate,266013,319480,7759011328
EMN,Specialty Chemicals,Basic Materials,909416,800350,10218475520
KODK,Specialty Business Services,Industrials,543457,497290,378468032
ETN,Specialty Industrial Machinery,Industrials,2091922,1973750,79971123200
ECL,Specialty Chemicals,Basic Materials,1017745,976920,53123244032
EC,Oil & Gas Integrated,Energy,1931450,1224910,21579876352
EIX,Utilities—Regulated Electric,Utilities,1504196,1328930,26460295168
EDR,Entertainment,Communication Services,2465950,1495270,7130358272
EW,Medical Devices,Healthcare,2670900,2448590,55462883328
EE,Utilities—Renewable,Utilities,190026,198750,2232651264
EGO,Gold,Basic Materials,1617262,1235190,2070940032
LLY,Drug Manufacturers—General,Healthcare,3013296,3020440,438013558784
EFC,REIT—Mortgage,Real Estate,770403,810660,909369344
EARN,REIT—Mortgage,Real Estate,79591,77770,98749056
ERJ,Aerospace & Defense,Industrials,1616283,1736890,2824450048
EME,Engineering & Construction,Industrials,460939,945200,8761246720
EBS,Drug Manufacturers—Specialty & Generic,Healthcare,1482688,1510600,381890624
EMR,Specialty Industrial Machinery,Industrials,3269426,2779510,51869343744
ESRT,REIT—Diversified,Real Estate,1389542,1469850,2153183744
EIG,Insurance—Specialty,Financial Services,142845,127920,1011897856
EDN,Utilities—Regulated Electric,Utilities,39122,108670,1344818176
ENB,Oil & Gas Midstream,Energy,3143914,2599800,75561058304
EXK,Other Precious Metals & Mining,Basic Materials,2361313,1873700,564264192
ENR,Electrical Equipment & Parts,Industrials,496795,361810,2435926272
ET,Oil & Gas Midstream,Energy,9112868,8476920,40365064192
ERF,Oil & Gas E&P,Energy,1153732,1230960,3081110272
ENS,Electrical Equipment & Parts,Industrials,247365,362750,4447780864
E,Oil & Gas Integrated,Energy,269227,186020,48608649216
ENLC,Oil & Gas Midstream,Energy,2530496,1813500,5055980544
EBF,Business Equipment & Supplies,Industrials,102644,117430,531020640
NPO,Specialty Industrial Machinery,Industrials,130922,157630,2799962112
ETR,Utilities—Regulated Electric,Utilities,1453091,2366180,20751409152
ELA,Luxury Goods,Consumer Cyclical,43327,102480,190356928
EPD,Oil & Gas Midstream,Energy,4157813,3680410,57711501312
EVC,Advertising Agencies,Communication Services,417309,591670,460303232
ENV,Software—Application,Technology,416619,436300,3216914432
ENZ,Diagnostics & Research,Healthcare,159795,149880,92991544
EOG,Oil & Gas E&P,Energy,3367509,3609380,67083325440
EPAM,Information Technology Services,Technology,686050,584500,13120228352
EPR,REIT—Specialty,Real Estate,492534,564120,3556189440
EQT,Oil & Gas E&P,Energy,6381027,5717200,14711638016
EFX,Consulting Services,Industrials,740121,785890,28101421056
ELS,REIT—Residential,Real Estate,834945,1061650,13126422528
EQR,REIT—Residential,Real Estate,1760093,1908320,25193392128
EQS,Asset Management,Financial Services,4732,640,20412330
ESE,Scientific & Technical Instruments,Technology,106675,176650,2670084864
ESNT,Insurance—Specialty,Financial Services,420711,478610,5072278016
ESS,REIT—Residential,Real Estate,387388,416430,15719630848
EL,Household & Personal Products,Consumer Defensive,2318549,1802120,70767771648
EEA,Asset Management,Financial Services,7391,3160,59462708
EVER,Internet Content & Information,Communication Services,518404,437050,224981568
EVR,Capital Markets,Financial Services,407814,386570,4774226432
RE,Insurance—Reinsurance,Financial Services,399581,388020,14842354688
EVTC,Software—Infrastructure,Technology,269913,324090,2454110208
EVGN,Biotechnology,Healthcare,153367,502200,52234684
EXC,Utilities—Regulated Electric,Utilities,6380559,4886230,40827056128
EXPR,Apparel Retail,Consumer Cyclical,1397322,1546750,45606160
EXR,REIT—Industrial,Real Estate,1182760,1036090,21399351296
XOM,Oil & Gas Integrated,Energy,14937673,13408780,434458624000
FN,Electronic Components,Technology,412588,251700,4677244416
FDS,Financial Data & Stock Exchanges,Financial Services,274226,451200,15080256512
FICO,Software—Application,Technology,198945,170770,19869513728
FTCH,Internet Retail,Consumer Cyclical,12323131,8550880,2443979776
AGM,Credit Services,Financial Services,56036,61480,1539732096
FRT,REIT—Retail,Real Estate,491449,497450,7994249728
FSS,Pollution & Treatment Controls,Industrials,288450,289200,3925468672
FMN,Asset Management,Financial Services,30455,28800,121764880
FDX,Integrated Freight & Logistics,Industrials,2074952,3451070,62222188544
FNF,Insurance—Specialty,Financial Services,1279691,1233020,9766213632
FIS,Information Technology Services,Technology,5080962,5153850,34361344000
FAF,Insurance—Specialty,Financial Services,531334,459930,5869836800
FBP,Banks—Regional,Financial Services,1338436,1166020,2249160448
FCF,Banks—Regional,Financial Services,647727,520150,1329351680
FHN,Banks—Regional,Financial Services,12851857,7067890,6425544192
FR,REIT—Industrial,Real Estate,756703,877770,7253365760
AG,Silver,Basic Materials,4794221,3696660,1586563840
FIF,Asset Management,Financial Services,27362,28860,230290192
FFA,Asset Management,Financial Services,29752,37830,354388992
FSD,Asset Management,Financial Services,61732,57950,377519936
FPF,Asset Management,Financial Services,129945,130090,943140928
FEI,Asset Management,Financial Services,116504,151780,350071680
FMY,Asset Management,Financial Services,3555,3410,46976288
FPL,Asset Management,Financial Services,52596,50980,142093056
FCT,Asset Management,Financial Services,66077,74580,257755328
FAM,Asset Management,Financial Services,22850,27570,62786408
FGB,Asset Management,Financial Services,39547,39240,46694700
FE,Utilities—Regulated Electric,Utilities,3916419,2947660,22352099328
DFP,Asset Management,Financial Services,79785,109570,360854400
PFD,Asset Management,Financial Services,31400,44800,125594808
PFO,Asset Management,Financial Services,23668,28360,104487624
FFC,Asset Management,Financial Services,135259,131650,668510720
FLC,Asset Management,Financial Services,24962,25800,150996192
FLT,Software—Infrastructure,Technology,518080,362410,18714755072
FTK,Oil & Gas Equipment & Services,Energy,218945,188580,68201544
FLO,Packaged Foods,Consumer Defensive,1669931,1289590,5323689984
FLS,Specialty Industrial Machinery,Industrials,861242,682560,4866939392
FLR,Engineering & Construction,Industrials,1524901,1150520,4241247488
FMC,Agricultural Inputs,Basic Materials,975052,980950,13276314624
FTI,Oil & Gas Equipment & Services,Energy,5506204,7797780,7409427456
FNB,Banks—Regional,Financial Services,2401413,1660350,4202808064
FMX,Beverages—Brewers,Consumer Defensive,455672,524590,200380317696
FL,Apparel Retail,Consumer Cyclical,3664485,2695580,2497436672
F,Auto Manufacturers,Consumer Cyclical,59466416,49681940,60971732992
FOR,Real Estate—Development,Real Estate,133973,164670,1138665472
FSM,Gold,Basic Materials,2898773,1994670,965358400
FET,Oil & Gas Equipment & Services,Energy,77247,191160,262567568
FNV,Gold,Basic Materials,467727,425070,27793539072
FC,Consulting Services,Industrials,85304,130350,612986368
BEN,Asset Management,Financial Services,2857654,2474610,13468206080
FT,Asset Management,Financial Services,46803,44710,170142960
FI,Information Technology Services,Technology,3687267,2557660,77750198272
FCX,Copper,Basic Materials,12430762,11200050,58420895744
FMS,Medical Care Facilities,Healthcare,620486,498970,13975948288
FDP,Farm Products,Consumer Defensive,198178,212800,1235037440
FRO,Oil & Gas Midstream,Energy,3276678,4536960,3250296064
FSK,Asset Management,Financial Services,968439,902730,5391270400
FCN,Consulting Services,Industrials,241352,258730,6536354304
FF,Specialty Chemicals,Basic Materials,221290,279430,394306432
GCV,Asset Management,Financial Services,19463,26050,83300400
GDV,Asset Management,Financial Services,136747,128410,1914489472
GAB,Asset Management,Financial Services,404860,521400,1748403072
GGZ,Asset Management,Financial Services,13677,9030,104607672
GRX,Asset Management,Financial Services,28037,21650,167519568
GGT,Asset Management,Financial Services,47026,68540,181872160
GUT,Asset Management,Financial Services,111157,101480,511439840
GNT,Asset Management,Financial Services,45703,39400,90111896
GME,Specialty Retail,Consumer Cyclical,3872545,2564150,7591347712
GCI,Publishing,Communication Services,2060522,2379700,330795552
GPS,Apparel Retail,Consumer Cyclical,9347713,7987780,3272026880
IT,Information Technology Services,Technology,546909,472810,27440351232
GLOP,Oil & Gas Midstream,Energy,414095,362490,455799744
GDL,Asset Management,Financial Services,14785,10810,99247520
GNRC,Specialty Industrial Machinery,Industrials,1159244,1917620,9366310912
GAM,Asset Management,Financial Services,19419,17770,1000207808
GD,Aerospace & Defense,Industrials,1162391,836150,59196223488
GE,Specialty Industrial Machinery,Industrials,5659793,4886630,118055510016
GIS,Packaged Foods,Consumer Defensive,3287926,4820910,45239595008
GM,Auto Manufacturers,Consumer Cyclical,13939578,10379900,54159073280
GCO,Apparel Retail,Consumer Cyclical,350590,405170,334181120
GEL,Oil & Gas Midstream,Energy,434003,302310,1187790464
GNE,Utilities—Regulated Electric,Utilities,175185,423200,364703680
G,Information Technology Services,Technology,1459240,1442210,6955383808
GPC,Specialty Retail,Consumer Cyclical,896624,822210,23605282816
GNW,Insurance—Life,Financial Services,3767993,3242300,2504484096
GEO,Security & Protection Services,Industrials,1972778,1479600,917454720
GPRK,Oil & Gas E&P,Energy,145240,67090,567900480
GGB,Steel,Basic Materials,6298595,4403850,9351746560
GTY,REIT—Retail,Real Estate,310526,416370,1687236864
GIL,Apparel Manufacturing,Consumer Cyclical,566288,471110,5825923072
GLT,Paper & Paper Products,Basic Materials,359201,309910,145582928
GSK,Drug Manufacturers—General,Healthcare,3135790,4615120,72256274432
GHI,Mortgage Finance,Financial Services,34142,32340,373018784
GLP,Oil & Gas Midstream,Energy,77891,46800,1046724544
GPN,Specialty Business Services,Industrials,2297204,1898070,26761117696
GSL,Marine Shipping,Industrials,594998,426610,700789760
GMED,Medical Devices,Healthcare,1162209,736200,5948675584
GOL,Airlines,Industrials,1323313,1344320,9015172096
GFI,Gold,Basic Materials,5611032,3678330,12437909504
GS,Capital Markets,Financial Services,2199619,2446800,108580839424
GGG,Specialty Industrial Machinery,Industrials,930339,833410,14421687296
GHM,Specialty Industrial Machinery,Industrials,24721,19860,142848896
GHC,Education & Training Services,Consumer Defensive,17218,18380,2706224384
GVA,Engineering & Construction,Industrials,437575,243360,1813115520
GPK,Packaging & Containers,Consumer Cyclical,4188427,4753750,7491144192
GTN,Broadcasting,Communication Services,1229431,999320,777167872
GB,Software—Infrastructure,Technology,52337,229670,968265600
GDOT,Credit Services,Financial Services,270329,221550,995519424
GBX,Railroads,Industrials,400183,532310,1375876992
GHL,Capital Markets,Financial Services,274326,140620,275458080
GEF,Packaging & Containers,Consumer Cyclical,148486,157640,3442701056
GFF,Conglomerates,Industrials,541377,419900,2330540032
GPI,Auto & Truck Dealerships,Consumer Cyclical,157778,157830,3642516480
PAC,Airports & Air Services,Industrials,60273,46570,9455248384
ASR,Airports & Air Services,Industrials,57755,29700,8579999744
BSMX,Banks—Regional,Financial Services,102298,16070,7532507136
TV,Telecom Services,Communication Services,1689077,1420360,2946715136
GES,Apparel Retail,Consumer Cyclical,993880,1006510,1061569280
GBAB,Asset Management,Financial Services,50060,58920,368355392
GGE,Real Estate—Development,Real Estate,6139,3150,121071464
GOF,Asset Management,Financial Services,421324,367010,1782301952
GWRE,Software—Application,Technology,730578,913570,6123027456
HQL,Asset Management,Financial Services,69726,90320,352289280
HQH,Asset Management,Financial Services,107506,110590,825836800
HRB,Personal Services,Consumer Cyclical,1899216,1398120,4930956288
HAE,Medical Instruments & Supplies,Healthcare,285336,251120,4244193536
HGTY,Insurance—Property & Casualty,Financial Services,108495,62390,5413145600
HAL,Oil & Gas Equipment & Services,Energy,9196683,7795130,30340818944
HBI,Apparel Manufacturing,Consumer Cyclical,8732247,11354720,1677744000
HASI,REIT—Specialty,Real Estate,1009477,823060,2678673920
THG,Insurance—Property & Casualty,Financial Services,187973,180500,4043133952
HOG,Recreational Vehicles,Consumer Cyclical,1789514,1195850,5225675776
HMY,Gold,Basic Materials,4103154,2629810,2674375424
HSC,Waste Management,Industrials,532088,750830,729606336
HHS,Conglomerates,Industrials,48042,23870,41420308
HIG,Insurance—Diversified,Financial Services,1676632,1531420,22429992960
HVT,Home Improvement Retail,Consumer Cyclical,140936,117210,486367200
HE,Utilities—Regulated Electric,Utilities,350609,323850,3996090880
FUL,Specialty Chemicals,Basic Materials,312590,485460,3856288000
HCA,Medical Care Facilities,Healthcare,1312916,1201900,81860976640
HCC,Coking Coal,Basic Materials,576373,644690,2058760320
HCI,Insurance—Property & Casualty,Financial Services,65214,71780,532993536
HCP,Software—Infrastructure,Technology,2094493,3028110,5019685376
HDB,Banks—Regional,Financial Services,1695162,1775260,131947601920
HR,REIT—Healthcare Facilities,Real Estate,2343481,2339330,7243139584
HL,Other Precious Metals & Mining,Basic Materials,6885034,6363380,3246976256
HEI,Aerospace & Defense,Industrials,357931,304000,21230780416
HLX,Oil & Gas Equipment & Services,Energy,1616342,1345570,1132495360
HP,Oil & Gas Drilling,Energy,1489963,1102700,3692034304
HLF,Packaged Foods,Consumer Defensive,1354009,1156820,1380928768
HTGC,Asset Management,Financial Services,1398849,774050,2116465280
HRTG,Insurance—Property & Casualty,Financial Services,145403,76970,108525768
HT,REIT—Hotel & Motel,Real Estate,413429,439240,252357472
HSY,Confectioners,Consumer Defensive,1061096,1310790,51453362176
HTZ,Rental & Leasing Services,Industrials,2782222,2382160,5816178176
HES,Oil & Gas E&P,Energy,1555436,1765520,42192015360
HPQ,Computer Hardware,Technology,7470731,8058300,30318145536
HXL,Aerospace & Defense,Industrials,554201,414110,6392896512
IVH,Asset Management,Financial Services,0,124201,185254848
HIW,REIT—Office,Real Estate,1175229,1167890,2728238336
HI,Specialty Industrial Machinery,Industrials,316696,359960,3605143040
HTH,Banks—Regional,Financial Services,339826,280220,2051504000
HLT,Lodging,Consumer Cyclical,1688654,1907890,38497935360
HNI,Business Equipment & Supplies,Industrials,306203,438420,1328568320
HEP,Oil & Gas Midstream,Energy,184539,124730,2353048576
HD,Home Improvement Retail,Consumer Cyclical,4362375,3946340,311687872512
HMC,Auto Manufacturers,Consumer Cyclical,1127888,1094470,51400159232
HON,Conglomerates,Industrials,2375136,2278450,138660511744
HMN,Insurance—Property & Casualty,Financial Services,263378,293310,1215505536
HRL,Packaged Foods,Consumer Defensive,2172050,1741680,22189406208
HST,REIT—Hotel & Motel,Real Estate,6514863,6981440,12318694400
HOV,Residential Construction,Consumer Cyclical,62522,87870,502607872
HHC,Real Estate—Diversified,Real Estate,196334,233120,3983043840
HSBC,Banks—Diversified,Financial Services,1625270,1264680,158565941248
HBM,Copper,Basic Materials,2119165,1697050,1682930432
HPP,REIT—Office,Real Estate,4710970,8564890,1287901696
HUM,Healthcare Plans,Healthcare,1110919,1245950,55759204352
HII,Aerospace & Defense,Industrials,326031,271450,9124997120
HUN,Chemicals,Basic Materials,1920209,2174310,4997027328
H,Lodging,Consumer Cyclical,774216,559590,12034806784
HY,Farm & Heavy Construction Machinery,Industrials,94973,151080,957278336
IAG,Gold,Basic Materials,3804275,2724710,1315826944
IBN,Banks—Regional,Financial Services,3945509,3976460,81814945792
IDA,Utilities—Regulated Electric,Utilities,183626,203310,5215619072
IEX,Specialty Industrial Machinery,Industrials,478357,532570,16084925440
IDT,Telecom Services,Communication Services,93496,125690,664178624
IHS,Telecom Services,Communication Services,296636,304840,3202262528
ITW,Specialty Industrial Machinery,Industrials,1074162,925760,76249260032
IMAX,Entertainment,Communication Services,548304,572050,950410176
IFN,Asset Management,Financial Services,81965,124630,493086400
INFY,Information Technology Services,Technology,11480645,9466000,66787643392
ING,Banks—Diversified,Financial Services,3118944,2914640,49670217728
IR,Specialty Industrial Machinery,Industrials,2279916,2737220,26390884352
INGR,Packaged Foods,Consumer Defensive,352214,314520,7030714880
NSP,Staffing & Employment Services,Industrials,268791,205810,4570525696
IBP,Residential Construction,Consumer Cyclical,210970,242340,3927774208
ICE,Financial Data & Stock Exchanges,Financial Services,2233201,2198780,63225782272
IHG,Lodging,Consumer Cyclical,138893,147440,11908556800
IBM,Information Technology Services,Technology,4505785,4728270,121378373632
IFF,Specialty Chemicals,Basic Materials,1898891,2338020,20338407424
IGT,Gambling,Consumer Cyclical,1574132,1569670,6378818048
IP,Packaging & Containers,Consumer Cyclical,3172800,2785350,11116234752
IPG,Advertising Agencies,Communication Services,4885500,3741400,15035984896
SNOW,Software—Application,Technology,6351037,7152390,57681043456
IPI,Agricultural Inputs,Basic Materials,189313,137810,302647808
IVZ,Asset Management,Financial Services,4480181,3198340,7848434688
VBF,Asset Management,Financial Services,23960,30640,170590896
VCV,Asset Management,Financial Services,104311,90440,461664448
VLT,Asset Management,Financial Services,13734,10150,68489344
IVR,REIT—Mortgage,Real Estate,962590,897040,468947488
OIA,Asset Management,Financial Services,78100,93940,297841632
VMO,Asset Management,Financial Services,105798,129870,640012288
VKQ,Asset Management,Financial Services,93342,94930,525687264
VPV,Asset Management,Financial Services,27750,30110,235435456
IQI,Asset Management,Financial Services,86878,84790,510328640
