Ticker,industry,sector,averageVolume,averageVolume10days,marketCap
BMRC,Banks—Regional,Financial Services,127098,132210,290071808
YMAB,Biotechnology,Healthcare,382977,290740,290020576
PRPL,"Furnishings, Fixtures & Appliances",Consumer Cyclical,1102321,790600,291215872
PGEN,Biotechnology,Healthcare,1234240,1555070,288695808
FHTX,Biotechnology,Healthcare,98418,105200,288591136
ACRV,Biotechnology,Healthcare,31590,48590,288326880
TGAA,Shell Companies,Financial Services,54095,4320,287693088
HAIA,Shell Companies,Financial Services,43290,8260,288127552
KNDI,Auto Parts,Consumer Cyclical,224521,150940,287116064
PMVP,Biotechnology,Healthcare,345300,381790,291988960
NUTX,Health Information Services,Healthcare,2839424,5878680,286167776
XPAX,Shell Companies,Financial Services,61849,94920,284671008
CPLP,Marine Shipping,Industrials,39293,41260,284652864
IMRX,Biotechnology,Healthcare,125790,338280,284589824
ACNB,Banks—Regional,Financial Services,10891,16680,284506432
DSP,Software—Application,Technology,80947,138170,284010880
STRO,Biotechnology,Healthcare,537539,541540,282751072
TOP,Capital Markets,Financial Services,3453431,6465280,282503008
PRTH,Software—Infrastructure,Technology,24000,40090,282270592
DRTS,Biotechnology,Healthcare,51206,62070,281951712
LMNR,Farm Products,Consumer Defensive,105911,296220,280380960
PROF,Medical Devices,Healthcare,31280,21260,283312832
SBT,Banks—Regional,Financial Services,35280,56920,279353792
TNGX,Biotechnology,Healthcare,217150,154750,278480480
CONX,Shell Companies,Financial Services,5501,1760,278066112
EYPT,Biotechnology,Healthcare,950396,482260,277845408
PTRA,Auto Manufacturers,Consumer Cyclical,2121296,2186290,277523168
SKGR,Shell Companies,Financial Services,43377,25700,277458016
ITIC,Insurance—Specialty,Financial Services,2949,5560,278950144
JFIN,Internet Content & Information,Communication Services,183863,124500,276777248
LGO,Other Industrial Metals & Mining,Basic Materials,54767,27050,277266112
FDBC,Banks—Regional,Financial Services,17672,69390,275954816
CDAQ,Shell Companies,Financial Services,43455,162370,275860736
ZIMV,Medical Devices,Healthcare,333965,412060,275414496
FLIC,Banks—Regional,Financial Services,167083,215910,275402656
CIVB,Banks—Regional,Financial Services,33236,37020,274527840
VSTA,Education & Training Services,Consumer Defensive,33914,29340,274400960
SOPH,Health Information Services,Healthcare,64549,52640,274026656
WLFC,Rental & Leasing Services,Industrials,17554,51140,273597792
FGEN,Biotechnology,Healthcare,2088922,7287720,273230720
REFI,REIT—Mortgage,Real Estate,98211,283820,273139392
LMB,Engineering & Construction,Industrials,142267,302560,272416960
FNLC,Banks—Regional,Financial Services,15665,18730,272312000
GOEV,Auto Manufacturers,Consumer Cyclical,19491444,33555720,271977504
HBCP,Banks—Regional,Financial Services,13796,15390,271616640
BWB,Banks—Regional,Financial Services,109552,92300,270407904
BLFY,Banks—Regional,Financial Services,124819,92550,268917184
PBPB,Restaurants,Consumer Cyclical,271465,479420,267888480
AMTX,Oil & Gas Refining & Marketing,Energy,1307140,1164730,267467904
ASCB,Shell Companies,Financial Services,36445,53810,266915008
ARTE,Shell Companies,Financial Services,110919,126180,266907280
VHNA,Shell Companies,Financial Services,48491,28300,266633248
FLJ,Real Estate Services,Real Estate,179895,90930,266195200
BCAL,Banks—Regional,Financial Services,13226,22100,265846688
PMTS,Credit Services,Financial Services,79929,134880,265556512
OB,Internet Content & Information,Communication Services,123622,154880,264967872
OMGA,Biotechnology,Healthcare,164236,491120,264661104
TAST,Restaurants,Consumer Cyclical,775001,1129750,264649152
PCYO,Utilities—Regulated Water,Utilities,64744,66930,264602800
SSTI,Software—Application,Technology,94431,50720,264376032
PRLH,Shell Companies,Financial Services,161770,157920,264250000
DALS,Shell Companies,Financial Services,39022,26740,263169008
NATR,Packaged Foods,Consumer Defensive,30103,42110,262445600
CSTR,Banks—Regional,Financial Services,62401,54690,261345360
INGN,Medical Devices,Healthcare,381240,315080,260809392
NVCT,Biotechnology,Healthcare,62186,140930,260760560
CDZI,Utilities—Regulated Water,Utilities,446665,839730,260388800
SEER,Biotechnology,Healthcare,295885,248630,260064496
GRCL,Biotechnology,Healthcare,292911,404070,259687792
FICV,Shell Companies,Financial Services,30540,27020,259500000
EGRX,Drug Manufacturers—Specialty & Generic,Healthcare,188378,214050,259207728
BWC,Shell Companies,Financial Services,116685,26150,258976368
BSRR,Banks—Regional,Financial Services,50863,45750,258784336
CBNK,Banks—Regional,Financial Services,19606,19250,257972480
SPOK,Health Information Services,Healthcare,251236,434010,257947040
III,Information Technology Services,Technology,134932,213410,257879792
TDUP,Internet Retail,Consumer Cyclical,723727,601360,257724992
CMTL,Communication Equipment,Technology,345234,342310,257649072
AFCG,REIT—Specialty,Real Estate,172595,165620,257547344
HFFG,Food Distribution,Consumer Defensive,50842,115100,257450320
LMDX,Diagnostics & Research,Healthcare,636913,3085240,257224320
BAER,Security & Protection Services,Industrials,71942,32040,256921424
SENEA,Packaged Foods,Consumer Defensive,41440,94630,256920576
THRN,Packaged Foods,Consumer Defensive,38926,68030,255826928
EM,Personal Services,Consumer Cyclical,43918,61430,253323536
IFRX,Biotechnology,Healthcare,2353054,191260,254375872
BYNO,Shell Companies,Financial Services,28252,82170,253984240
LVOX,Software—Infrastructure,Technology,105965,166080,253722384
QSI,Biotechnology,Healthcare,607919,1243690,253279616
WLDN,Engineering & Construction,Industrials,36696,51740,251706608
FISI,Banks—Regional,Financial Services,86173,81220,251546464
VRCA,Biotechnology,Healthcare,206857,465100,251112608
BOCN,Shell Companies,Financial Services,49000,18900,251656464
LE,Apparel Retail,Consumer Cyclical,184578,138220,250596352
CRBU,Biotechnology,Healthcare,776285,972170,250363888
WEYS,Footwear & Accessories,Consumer Cyclical,10014,12360,250286352
CFIV,Shell Companies,Financial Services,90331,72080,249627216
SILC,Communication Equipment,Technology,14449,12630,249239536
CSLM,Shell Companies,Financial Services,55095,178710,248969136
FBIZ,Banks—Regional,Financial Services,15196,13100,248546592
TTSH,Home Improvement Retail,Consumer Cyclical,94572,115160,247564976
LIAN,Biotechnology,Healthcare,212390,118020,247548832
CFFS,Shell Companies,Financial Services,150895,32980,247745616
AIP,Semiconductors,Technology,244426,384920,246166848
CPSS,Credit Services,Financial Services,32700,29000,245387008
TELA,Medical Devices,Healthcare,132327,312180,245205408
NWFL,Banks—Regional,Financial Services,37083,119260,245047632
BZUN,Internet Retail,Consumer Cyclical,425740,297940,248076720
ASUR,Software—Application,Technology,366637,432650,245001248
PKOH,Specialty Industrial Machinery,Industrials,65519,168490,244869808
HYZN,Auto Manufacturers,Consumer Cyclical,1415795,2517370,244599008
POWW,Aerospace & Defense,Industrials,612672,593360,244568464
IMAB,Biotechnology,Healthcare,278885,277710,245312704
OPRX,Health Information Services,Healthcare,124152,85390,243213344
ACIU,Biotechnology,Healthcare,1015475,5840690,243076080
EGAN,Software—Application,Technology,65837,104290,242202880
IPHA,Biotechnology,Healthcare,13747,8020,241955840
BKCC,Asset Management,Financial Services,182014,116210,240938720
ACTG,Business Equipment & Supplies,Industrials,315181,711770,240062368
FENC,Biotechnology,Healthcare,130991,336360,239967712
OVID,Biotechnology,Healthcare,282988,923020,239772416
ILPT,REIT—Industrial,Real Estate,1683975,2971080,239315904
UNTY,Banks—Regional,Financial Services,22649,28360,239229936
ATXS,Biotechnology,Healthcare,233588,520990,238499568
SENEB,Packaged Foods,Consumer Defensive,626,800,238421792
PRTS,Internet Retail,Consumer Cyclical,655754,598450,237150992
URGN,Biotechnology,Healthcare,241165,443220,237116896
PRLD,Biotechnology,Healthcare,129042,210720,237081680
INZY,Biotechnology,Healthcare,605757,752910,236909920
LSAK,Software—Infrastructure,Technology,46583,52120,236622720
FSBW,Banks—Regional,Financial Services,33854,92240,236170048
IMMR,Software—Application,Technology,581680,957160,235943104
PBFS,Banks—Regional,Financial Services,13852,15050,235877520
ALTO,Specialty Chemicals,Basic Materials,1562127,3267170,235859152
SHBI,Banks—Regional,Financial Services,91285,151110,236571120
RELL,Electronic Components,Technology,231801,353330,234255056
REAL,Luxury Goods,Consumer Cyclical,3794603,5425910,233906288
HBIO,Medical Instruments & Supplies,Healthcare,330967,813490,233310704
STKS,Restaurants,Consumer Cyclical,108140,68330,233050832
KOPN,Electronic Components,Technology,946490,1198420,232892864
SKYX,Electrical Equipment & Parts,Industrials,316104,994610,232703072
SGMO,Biotechnology,Healthcare,2612483,2367010,231965104
KMDA,Drug Manufacturers—Specialty & Generic,Healthcare,37629,24700,231808848
BSVN,Banks—Regional,Financial Services,22190,58520,231769152
IKNA,Biotechnology,Healthcare,111606,320850,231039888
FLL,Resorts & Casinos,Consumer Cyclical,106188,172110,230783504
GBBK,Shell Companies,Financial Services,33290,97650,229810496
BTAI,Biotechnology,Healthcare,1266713,4953960,229777648
AKTS,Communication Equipment,Technology,497814,483640,229248640
FRBN,Shell Companies,Financial Services,41431,38670,229223904
FFWM,Banks—Regional,Financial Services,1118562,828870,229082656
RRGB,Restaurants,Consumer Cyclical,392749,508950,229079408
TWCB,Shell Companies,Financial Services,31514,107520,228283008
EHTH,Insurance Brokers,Financial Services,512611,321780,228049168
GDHG,Leisure,Consumer Cyclical,122219,11560,227700000
RIGL,Biotechnology,Healthcare,2200645,1862060,227503776
CLMB,Electronics & Computer Distribution,Technology,41886,90490,227115616
ARBE,Software—Infrastructure,Technology,159657,133740,226842064
PPTA,Other Precious Metals & Mining,Basic Materials,213496,648450,227193856
NECB,Banks—Regional,Financial Services,106931,270010,226232080
RBB,Banks—Regional,Financial Services,51188,73120,225445728
NRIM,Banks—Regional,Financial Services,41398,88120,225033136
EVER,Internet Content & Information,Communication Services,518404,437050,224981568
TUSK,Conglomerates,Industrials,199663,558590,224252496
MASS,Medical Devices,Healthcare,219855,275650,226661600
RLYB,Biotechnology,Healthcare,96336,306000,222709664
CELC,Biotechnology,Healthcare,101606,323200,222442640
NYXH,Medical Instruments & Supplies,Healthcare,22224,1390,222417120
NGM,Biotechnology,Healthcare,321863,487430,222369024
QIPT,Medical Devices,Healthcare,301096,698750,220880624
MOLN,Biotechnology,Healthcare,1373,1170,219766800
GRWG,Specialty Retail,Consumer Cyclical,914765,757630,219126416
PDLB,Banks—Regional,Financial Services,149352,339020,218736512
DLTH,Apparel Retail,Consumer Cyclical,84160,81640,217721712
TCBX,Banks—Regional,Financial Services,41460,28590,217150592
PEPG,Biotechnology,Healthcare,58703,106060,216181104
RPHM,Biotechnology,Healthcare,157775,264400,215746496
SPWH,Specialty Retail,Consumer Cyclical,816655,555070,215575920
CNTY,Resorts & Casinos,Consumer Cyclical,52845,47940,215377792
SWKH,Asset Management,Financial Services,11373,18100,215295344
MBCN,Banks—Regional,Financial Services,31700,109200,214110272
ATOM,Semiconductor Equipment & Materials,Technology,507752,197500,214094128
VRM,Auto & Truck Dealerships,Consumer Cyclical,2670475,4736030,213798192
CDLX,Advertising Agencies,Communication Services,1201018,553760,213282576
RCAC,Shell Companies,Financial Services,38926,640,213262496
TRHC,Health Information Services,Healthcare,168445,160210,212930800
PCB,Banks—Regional,Financial Services,32014,44070,212756560
BNR,Diagnostics & Research,Healthcare,42590,19830,212537248
PLBC,Banks—Regional,Financial Services,21622,83930,211915920
CRGE,Telecom Services,Communication Services,491406,356630,211359040
TSBK,Banks—Regional,Financial Services,44696,127970,211231632
SDC,Medical Instruments & Supplies,Healthcare,1050860,1097230,210782544
BYTS,Shell Companies,Financial Services,8662,4680,210657136
AUGX,Health Information Services,Healthcare,1175208,194870,210292560
ADAP,Biotechnology,Healthcare,964954,1189090,209885360
TALK,Health Information Services,Healthcare,552667,525050,209484800
FRST,Banks—Regional,Financial Services,73431,112720,209082800
STRS,Real Estate—Diversified,Real Estate,13706,13420,208983632
RANI,Biotechnology,Healthcare,65383,39670,205556000
ATLX,Other Precious Metals & Mining,Basic Materials,305073,84280,208510944
ORRF,Banks—Regional,Financial Services,16390,18610,207832944
OVLY,Banks—Regional,Financial Services,37009,93250,207786848
MHLD,Insurance—Reinsurance,Financial Services,308713,1254930,207598560
ISRL,Shell Companies,Financial Services,40680,7520,207462976
LINC,Education & Training Services,Consumer Defensive,156416,392770,206840032
OCEA,Biotechnology,Healthcare,2167080,4559640,206797216
HOFT,"Furnishings, Fixtures & Appliances",Consumer Cyclical,70727,183040,206647456
BIOS,Shell Companies,Financial Services,138452,32470,205876528
YI,Pharmaceutical Retailers,Healthcare,66847,102620,205783344
TOUR,Travel Services,Consumer Cyclical,262408,130820,205508000
ACB,Drug Manufacturers—Specialty & Generic,Healthcare,3226444,3525160,205474912
USCB,Banks—Regional,Financial Services,20845,22330,205250304
BCML,Banks—Regional,Financial Services,44791,51960,205247712
EMCG,Shell Companies,Financial Services,4952,7660,205110832
PKBK,Banks—Regional,Financial Services,20459,25880,204169104
OBT,Banks—Regional,Financial Services,24024,80580,203930432
ALPA,Shell Companies,Financial Services,134832,411230,203719552
FRBA,Banks—Regional,Financial Services,61883,45020,203618608
HEAR,Consumer Electronics,Technology,286313,195890,203569744
LTCH,Software—Application,Technology,928293,2294880,203487200
ABOS,Biotechnology,Healthcare,193596,109180,203484496
TRUE,Internet Content & Information,Communication Services,238683,386370,203369616
OCS,Biotechnology,Healthcare,21577,19060,448866592
LYRA,Biotechnology,Healthcare,126614,302130,205376368
BGFV,Specialty Retail,Consumer Cyclical,264334,231580,202891456
SFST,Banks—Regional,Financial Services,40781,29230,202648144
OPRT,Credit Services,Financial Services,309483,564970,202311360
SPPI,Biotechnology,Healthcare,2264414,1000210,202228880
XOMA,Biotechnology,Healthcare,51185,141440,201944592
INVE,Computer Hardware,Technology,150378,411440,201944096
TGAN,Semiconductor Equipment & Materials,Technology,58890,184820,201848480
VRA,Footwear & Accessories,Consumer Cyclical,330847,574220,201569056
SLN,Biotechnology,Healthcare,91521,39820,213931648
RMBL,Auto & Truck Dealerships,Consumer Cyclical,244345,408240,201833360
STHO,Real Estate Services,Real Estate,149454,103370,200726368
FULC,Biotechnology,Healthcare,815681,1159270,200716752
ONCY,Biotechnology,Healthcare,740903,2830810,200610784
FRGI,Restaurants,Consumer Cyclical,76360,269330,200432160
PFMT,Specialty Business Services,Industrials,303631,1123070,200088528
BCBP,Banks—Regional,Financial Services,82280,59570,199262160
LTRPA,Internet Content & Information,Communication Services,238632,124920,199215056
PPYA,Shell Companies,Financial Services,71188,17360,199778016
ARYE,Shell Companies,Financial Services,41540,81610,198772128
THRD,Biotechnology,Healthcare,61685,134420,198592848
CTXR,Biotechnology,Healthcare,1914426,3058840,198572496
JAKK,Leisure,Consumer Cyclical,137150,200200,200302640
VOR,Biotechnology,Healthcare,208214,697560,198192128
JYNT,Medical Care Facilities,Healthcare,82434,73930,197870224
GMDA,Biotechnology,Healthcare,5280027,1560490,197447696
HYW,Asset Management,Financial Services,15693,18540,197120000
RGCO,Utilities—Regulated Gas,Utilities,41345,124680,197008272
STIX,Software—Application,Technology,44462,17360,196983424
VBNK,Banks—Regional,Financial Services,16363,15830,199596512
UROY,Uranium,Energy,403386,253830,202021536
KPTI,Biotechnology,Healthcare,2924670,2607270,196097200
MITA,Shell Companies,Financial Services,260573,74620,195937504
VSTM,Biotechnology,Healthcare,323377,346660,195523200
MCAA,Shell Companies,Financial Services,68681,4640,195459200
TIO,Computer Hardware,Technology,9038840,6590230,195204032
ALCO,Farm Products,Consumer Defensive,32157,37600,195073120
BWFG,Banks—Regional,Financial Services,22183,30130,195066352
BNGO,Medical Instruments & Supplies,Healthcare,10040852,13577900,194995728
SNFCA,Mortgage Finance,Financial Services,47681,165210,194315024
BIRD,Apparel Retail,Consumer Cyclical,1220419,1154100,194117920
MRAM,Semiconductors,Technology,78552,106550,193172848
IMMP,Biotechnology,Healthcare,1687645,212800,192918912
SAMG,Asset Management,Financial Services,25111,35950,192883728
APMI,Shell Companies,Financial Services,62309,39780,192750000
FVCB,Banks—Regional,Financial Services,37163,49230,191736480
PTMN,Asset Management,Financial Services,15101,13900,191327056
GRPN,Internet Content & Information,Communication Services,1301408,1528940,190907920
SY,Health Information Services,Healthcare,230370,76430,190541760
CVLY,Banks—Regional,Financial Services,35431,134710,190541216
UIHC,Insurance—Property & Casualty,Financial Services,713447,452750,190465440
STBX,Internet Content & Information,Communication Services,357573,290210,190312496
VCIG,Consulting Services,Industrials,3484303,15938610,190299424
TLS,Software—Infrastructure,Technology,1018426,1197490,190127248
FNGR,Telecom Services,Communication Services,401865,1390500,188716448
LFAC,Shell Companies,Financial Services,44091,159650,190130432
CFFI,Banks—Regional,Financial Services,14778,47030,187868800
TENK,Shell Companies,Financial Services,9631,2890,187760992
AMSC,Specialty Industrial Machinery,Industrials,187649,239780,187634848
NSTG,Medical Instruments & Supplies,Healthcare,1150611,1306710,187441856
IPSC,Biotechnology,Healthcare,98239,190420,187083712
GNFT,Biotechnology,Healthcare,99298,560510,186382896
SSBK,Banks—Regional,Financial Services,30498,98720,186154080
MFIN,Credit Services,Financial Services,53365,32880,186574400
CRNT,Communication Equipment,Technology,251585,343740,185583872
ESCA,Leisure,Consumer Cyclical,41681,143830,185524720
PCYG,Software—Application,Technology,35867,72890,184843904
WKHS,Auto Manufacturers,Consumer Cyclical,8312106,17693220,184588944
CSTE,Building Products & Equipment,Industrials,199070,489460,183255536
SATL,Aerospace & Defense,Industrials,52460,106430,183190048
ANNX,Biotechnology,Healthcare,985381,1087170,183139456
APYX,Medical Devices,Healthcare,291752,511140,183105408
OBIO,Biotechnology,Healthcare,77914,154270,236341216
BRKH,Shell Companies,Financial Services,35080,160840,182328464
CHMG,Banks—Regional,Financial Services,20703,53780,181680512
OXSQ,Asset Management,Financial Services,293250,280220,181640272
CDXS,Biotechnology,Healthcare,923285,810910,181608144
CVCY,Banks—Regional,Financial Services,55014,153400,179962928
SMLR,Medical Devices,Healthcare,52645,115150,179440784
ATXG,Integrated Freight & Logistics,Industrials,648686,779100,179400784
BGXX,Drug Manufacturers—Specialty & Generic,Healthcare,927611,1154540,178608000
SHLT,Health Information Services,Healthcare,6185,2060,178555264
PWOD,Banks—Regional,Financial Services,25180,97200,178268608
KZR,Biotechnology,Healthcare,1012177,967790,178121712
GRTS,Biotechnology,Healthcare,913980,2177680,177827200
MYFW,Banks—Regional,Financial Services,18526,23740,177401040
KVHI,Communication Equipment,Technology,94377,293160,177293184
AAOI,Communication Equipment,Technology,1018503,4073590,177217904
MRCC,Asset Management,Financial Services,47218,46560,177013680
CRMD,Biotechnology,Healthcare,612188,1859300,176973424
POET,Semiconductors,Technology,29291,48730,176660768
MACK,Biotechnology,Healthcare,104585,297540,175256624
NBTX,Biotechnology,Healthcare,730285,22460,180194144
BVS,Medical Devices,Healthcare,748739,704680,174962752
PUCK,Shell Companies,Financial Services,22667,17630,174890720
CLPT,Medical Devices,Healthcare,174457,404210,174288512
HOLO,Electronic Components,Technology,533793,352050,174285168
BCOV,Software—Application,Technology,175539,236330,174001040
RGTI,Computer Hardware,Technology,2987665,4759570,173962832
ITI,Communication Equipment,Technology,187700,621360,173663648
CCLP,Oil & Gas Equipment & Services,Energy,57521,59410,173233920
COFS,Banks—Regional,Financial Services,24726,99740,173000256
ZVRA,Biotechnology,Healthcare,313008,724450,172119536
SELB,Biotechnology,Healthcare,1267244,2399000,171838256
WILC,Food Distribution,Consumer Defensive,1709,1030,172921488
BPRN,Banks—Regional,Financial Services,23177,76390,171441776
BDTX,Biotechnology,Healthcare,3934260,23681690,171244096
PNRG,Oil & Gas E&P,Energy,7760,12290,171023200
NKSH,Banks—Regional,Financial Services,24247,84390,170977712
MNSB,Banks—Regional,Financial Services,36213,103500,170680992
VABK,Banks—Regional,Financial Services,28188,83070,170530848
OPT,Biotechnology,Healthcare,8909,19240,170326656
XBIT,Biotechnology,Healthcare,95760,44680,170155696
ALT,Biotechnology,Healthcare,1990940,2773870,170058096
PRAX,Biotechnology,Healthcare,1019711,1903560,168839536
LGST,Shell Companies,Financial Services,536,1130,168760992
AKBA,Biotechnology,Healthcare,1740549,1645650,167744240
DCFC,Electrical Equipment & Parts,Industrials,1039557,1003960,167092640
DMAC,Biotechnology,Healthcare,119163,337490,166958448
BTCY,Medical Devices,Healthcare,35419,20683,171722736
VAQC,Shell Companies,Financial Services,2144,7980,166794768
CBAN,Banks—Regional,Financial Services,57967,83300,165897280
LOOP,Specialty Chemicals,Basic Materials,47268,63450,165848992
NUBI,Shell Companies,Financial Services,51542,41510,165880256
INMB,Biotechnology,Healthcare,43560,39220,166538880
ARQQ,Software—Infrastructure,Technology,1489067,1082460,165442384
FREE,Packaged Foods,Consumer Defensive,568788,1750390,165181856
ATOS,Biotechnology,Healthcare,760203,1974880,164611200
HNST,Household & Personal Products,Consumer Defensive,1093573,1511980,164439440
CDRO,Gambling,Consumer Cyclical,14100,17260,164431376
LCNB,Banks—Regional,Financial Services,42250,137040,164037696
GASS,Marine Shipping,Industrials,215586,458440,164336080
ATLO,Banks—Regional,Financial Services,48586,136360,163477648
KRMD,Medical Instruments & Supplies,Healthcare,139109,524270,163297728
IVA,Biotechnology,Healthcare,154093,59930,166603504
AADI,Biotechnology,Healthcare,118809,194280,162750416
ANTX,Biotechnology,Healthcare,99122,410710,162405536
GRIN,Marine Shipping,Industrials,45052,31380,162396480
FMIV,Shell Companies,Financial Services,13365,16300,162050832
LBPH,Biotechnology,Healthcare,141563,263060,161245184
MREO,Biotechnology,Healthcare,2073136,958380,161231936
KLXE,Oil & Gas Equipment & Services,Energy,234521,347460,161120656
BLZE,Software—Infrastructure,Technology,131227,202560,160890000
LAZY,Auto & Truck Dealerships,Consumer Cyclical,97985,218300,160717232
FTII,Shell Companies,Financial Services,27931,39660,160457968
MPAA,Auto Parts,Consumer Cyclical,365334,621780,160050672
ENTF,Shell Companies,Financial Services,33272,42350,160435520
AHI,Software—Application,Technology,1728151,4502690,159643888
AREC,Coking Coal,Basic Materials,259803,385720,159555552
WISH,Internet Retail,Consumer Cyclical,1314674,770480,159528272
BCSA,Shell Companies,Financial Services,10965,8680,159146256
KRNL,Shell Companies,Financial Services,12490,10830,158192992
KYCH,Shell Companies,Financial Services,32200,8750,158155200
MTRX,Engineering & Construction,Industrials,68255,54530,157956240
ALSA,Shell Companies,Financial Services,36952,16300,157931696
ESSA,Banks—Regional,Financial Services,35495,123000,157804416
FSTR,Railroads,Industrials,21514,13420,157740960
NDLS,Restaurants,Consumer Cyclical,430722,267270,157616528
TWIN,Specialty Industrial Machinery,Industrials,15649,7270,157222672
ADVM,Biotechnology,Healthcare,412468,583550,156896992
RCKY,Footwear & Accessories,Consumer Cyclical,40296,29960,156788560
CARA,Biotechnology,Healthcare,1328796,3222120,156551280
ZTEK,Medical Instruments & Supplies,Healthcare,18963,9720,156398864
EVGR,Shell Companies,Financial Services,97549,88390,154387504
ALYA,Information Technology Services,Technology,93168,25540,158334944
ATRA,Biotechnology,Healthcare,1936470,1454290,155775808
CAAS,Auto Parts,Consumer Cyclical,87306,50090,155456352
RCMT,Conglomerates,Industrials,74872,47370,155380720
LFMD,Health Information Services,Healthcare,178767,478060,155252528
CTSO,Medical Devices,Healthcare,58675,27510,155158320
ESEA,Marine Shipping,Industrials,17918,12850,154835248
SGC,Apparel Manufacturing,Consumer Cyclical,69383,198280,154754048
LAB,Diagnostics & Research,Healthcare,301298,232100,154418240
HYPR,Medical Devices,Healthcare,235536,449970,154236224
GRPH,Biotechnology,Healthcare,176701,439750,153972688
CHEA,Shell Companies,Financial Services,73460,128570,153237504
PDSB,Biotechnology,Healthcare,862537,910270,153809760
JSPR,Biotechnology,Healthcare,540518,646530,153353136
AFAR,Shell Companies,Financial Services,56581,191950,153304192
LTRX,Communication Equipment,Technology,158126,89080,153252608
ROCL,Shell Companies,Financial Services,52365,4200,153183888
ANZU,Shell Companies,Financial Services,17421,31910,153112448
BIVI,Biotechnology,Healthcare,227906,473830,153103696
AXTI,Semiconductor Equipment & Materials,Technology,395052,853770,152990016
SEVN,REIT—Mortgage,Real Estate,54032,53420,152804704
PBYI,Biotechnology,Healthcare,221981,252220,152731888
FEXD,Shell Companies,Financial Services,25244,1400,152695856
MAPS,Software—Application,Technology,580001,1222490,152328880
EFHT,Shell Companies,Financial Services,31559,1780,151007392
CUE,Biotechnology,Healthcare,328577,720740,151987264
DIBS,Internet Retail,Consumer Cyclical,177252,386360,151715712
LVO,Entertainment,Communication Services,394932,312010,151554352
TGVC,Shell Companies,Financial Services,20906,110,151400368
GSIT,Semiconductors,Technology,5213472,810580,151319664
WGS,Health Information Services,Healthcare,178106,308150,151222720
PVBC,Banks—Regional,Financial Services,144983,290200,151079424
PSTX,Biotechnology,Healthcare,880972,2097870,150121616
HCMA,Shell Companies,Financial Services,4634,230,150611232
CTRN,Apparel Retail,Consumer Cyclical,168690,238070,148800912
VERI,Software—Infrastructure,Technology,678236,455760,147667456
FEAM,Specialty Chemicals,Basic Materials,265431,372190,147458320
MYNA,Communication Equipment,Technology,4375,4100,147378400
RMGC,Shell Companies,Financial Services,12636,4690,146565552
EGIO,Software—Infrastructure,Technology,1569155,4164370,146512000
FOSL,Luxury Goods,Consumer Cyclical,715675,440720,146206048
SEEL,Biotechnology,Healthcare,531224,831730,146173200
BTDR,Software—Application,Technology,115065,94810,1278710528
RNLX,Health Information Services,Healthcare,617529,3524010,146241360
OCGN,Biotechnology,Healthcare,7770495,9372050,144421376
ROOT,Insurance—Property & Casualty,Financial Services,395598,1863010,144144000
PRE,Diagnostics & Research,Healthcare,147175,236020,143913200
PESI,Waste Management,Industrials,93391,52900,143391792
NB,Other Industrial Metals & Mining,Basic Materials,83619,133070,153156704
MLEC,Biotechnology,Healthcare,17929,35910,142728816
HRTX,Biotechnology,Healthcare,2415565,1849990,142460864
TRVI,Biotechnology,Healthcare,397219,758220,142364704
GRRR,Software—Infrastructure,Technology,420075,200310,141963152
DLHC,Specialty Business Services,Industrials,24429,18190,141841424
PRCH,Software—Application,Technology,1620154,2155680,141833792
ORMP,Biotechnology,Healthcare,925942,385150,141696992
ABSI,Biotechnology,Healthcare,692965,1547500,141530048
REKR,Software—Infrastructure,Technology,479624,1188110,140921552
TLGY,Shell Companies,Financial Services,5480,3880,140613840
LCA,Shell Companies,Financial Services,6254,7570,140376480
RDCM,Telecom Services,Communication Services,7719,6300,140284128
KNTE,Biotechnology,Healthcare,579152,683840,140183520
BCAB,Biotechnology,Healthcare,551329,956270,140142448
MNMD,Biotechnology,Healthcare,458547,657010,140475920
HURC,Specialty Industrial Machinery,Industrials,23290,19390,140034576
LCUT,"Furnishings, Fixtures & Appliances",Consumer Cyclical,114188,390970,139270992
BEEM,Solar,Technology,195850,263840,139230080
HGBL,Capital Markets,Financial Services,208790,188390,139173744
MOBV,Shell Companies,Financial Services,45100,252400,139121456
PLMI,Shell Companies,Financial Services,14475,11080,139086560
CCCC,Biotechnology,Healthcare,660572,1122220,138850544
USAP,Steel,Basic Materials,44342,79160,138628256
SAMA,Shell Companies,Financial Services,8134,190,137706944
GSD,Shell Companies,Financial Services,4421,1550,44809764
SAL,Banks—Regional,Financial Services,6181,8920,137570672
RENT,Apparel Retail,Consumer Cyclical,834354,1016660,137336256
DTI,Oil & Gas Equipment & Services,Energy,119511,265490,142851808
BSET,"Furnishings, Fixtures & Appliances",Consumer Cyclical,27022,18660,137249328
WPRT,Auto Parts,Consumer Cyclical,51819,43270,135904864
INBK,Banks—Regional,Financial Services,139263,223950,135808576
OPTN,Drug Manufacturers—Specialty & Generic,Healthcare,586018,1446670,135466768
TALS,Biotechnology,Healthcare,643085,2359460,138958320
ALLR,Biotechnology,Healthcare,117119,142494,134700928
FLFV,Shell Companies,Financial Services,38447,47120,134292576
ESPR,Drug Manufacturers—Specialty & Generic,Healthcare,2472008,3136080,134492032
FSRX,Shell Companies,Financial Services,9040,5680,134446272
STTK,Biotechnology,Healthcare,33844,45060,134209312
TWLV,Shell Companies,Financial Services,19675,30,134144520
